/ACsolution : case1354pegase
/Date : 08-30-2025 02:35:18 Mountain Daylight Time
/MachineName : Remi
/Processor : Intel64 Family 6 Model 158 Stepping 9, GenuineIntel
/OS : Windows 10 (Windows-10-10.0.26100-SP0)
/Cores : 4 physical cores, 8 logical processors
/RAM : 32 GB
AMPL Version 20250811 (MSVC 19.44.35213.0, 64-bit)
branch 311 f 2489 t 4110 Pft 0.427174941557912 Ptf -0.427046120534719 Qft 0.2559969901837016 Qtf -0.2551714797252897 cft 1.1731385771103549 sft 0.0015136686262036047
branch 312 f 3985 t 6376 Pft -0.23581605231725253 Ptf 0.23606472769260167 Qft -0.11030723493144479 Qtf 0.11142804250451412 cft 1.1721175807054836 sft -0.00408545224699461
branch 313 f 3985 t 4110 Pft -0.2761160966476307 Ptf 0.2762218302927516 Qft -0.2797508093470971 Qtf 0.28033247656230714 cft 1.170425892725854 sft -0.0009913861861586507
branch 314 f 3985 t 4829 Pft 1.6126457951435915 Ptf -1.5936538683799073 Qft 0.37494568470234035 Qtf -0.29242612638475995 cft 1.1427186593737204 sft 0.05371231990851421
branch 315 f 3985 t 7857 Pft -1.8726136461787082 Ptf 1.8745204794464863 Qft -0.17741126387579634 Qtf 0.19130693297482612 cft 1.1709680580063926 sft -0.00848540019686519
branch 316 f 2806 t 7857 Pft 0 Ptf 1.1615379016319374e-08 Qft 0.004574969171648955 Qtf -0.004574887810439286 cft 1.1730481574063767 sft -2.978304933017796e-06
branch 317 f 2489 t 9012 Pft 0.2563672058309429 Ptf -0.2563 Qft 0.05924224313267273 Qtf -0.05889972920470066 cft 1.1737633901406928 sft 0.0014219573028696106
branch 318 f 2489 t 2231 Pft 2.8800910454393884e-08 Ptf 0 Qft -0.005284927248441596 Qtf 0.005285055199682919 cft 1.174428279060719 sft 6.400201855564361e-06
branch 319 f 658 t 3793 Pft 1.2387871498454492 Ptf -1.2326012879511772 Qft -0.3435147470435853 Qtf 0.3881461845721413 cft 1.1218979303586916 sft 0.038796473255670684
branch 320 f 658 t 8497 Pft -1.9291539826849768 Ptf 1.9399971834337038 Qft -0.12506558120875105 Qtf 0.20582065345156308 cft 1.1259842906906044 sft -0.04614527310830608
branch 321 f 658 t 8497 Pft -1.8936331671604718 Ptf 1.9038591273263794 Qft -0.1328684425901537 Qtf 0.21222047365354807 cft 1.1259842906906044 sft -0.04614527310830608
branch 322 f 3502 t 9002 Pft -0.512426196914668 Ptf 0.5124770350885925 Qft -0.04731713512992577 Qtf 0.04752141637713083 cft 1.140939812607732 sft -0.0004405726006793824
branch 323 f 3502 t 9002 Pft -0.46957380308533314 Ptf 0.46962975565164183 Qft -0.01910903889193182 Qtf 0.019292966012832855 cft 1.140939812607732 sft -0.0004405726006793824
branch 324 f 6313 t 44 Pft -1.5199909303084354 Ptf 1.5274512906174105 Qft -0.2893729563134915 Qtf 0.33671640283426113 cft 1.1349345339336183 sft -0.032747713199490554
branch 325 f 6313 t 7582 Pft 0.4235572454054847 Ptf -0.4229993778678811 Qft -0.14417931067925668 Qtf 0.14820023452855952 cft 1.1251142540167456 sft 0.010006732696754651
branch 326 f 5944 t 8808 Pft -0.7188 Ptf 0.7191758100992802 Qft -0.10464722523348872 Qtf 0.10537985142003109 cft 1.1674623317497625 sft -0.0010774941558224403
branch 327 f 3183 t 8515 Pft 0.0002643082597019883 Ptf -0.00026430801359077054 Qft -0.0007823759496437282 Qtf 0.0007823772018214835 cft 1.1999248520117285 sft 4.464293741567429e-06
branch 328 f 1005 t 8515 Pft 0 Ptf 1.763776670310823e-07 Qft 0.009720991351701656 Qtf -0.009720222849001979 cft 1.200027521399345 sft -2.1775020794288933e-05
branch 329 f 8787 t 1448 Pft -2.349058912129875 Ptf 2.357171956060591 Qft -0.14221266722578865 Qtf 0.20130827124184686 cft 1.1593850415583555 sft -0.02867657579961145
branch 330 f 6636 t 9051 Pft 0 Ptf 1.1580285379611591e-09 Qft 0.003395910085880916 Qtf -0.003395902085183847 cft 1.095452285563933 sft -3.735501094826169e-07
branch 331 f 9109 t 9051 Pft 0 Ptf 1.158085382157859e-09 Qft 0.0033959084015061703 Qtf -0.0033959012425569253 cft 1.0954520138911934 sft -3.735499241754568e-07
branch 332 f 6961 t 6376 Pft -0.23742415111358747 Ptf 0.23770596505263503 Qft -0.061697929609958145 Qtf 0.06282482531914613 cft 1.1726052578739834 sft -0.004863682688640548
branch 333 f 6961 t 8818 Pft -0.3281758488864125 Ptf 0.3285024811829216 Qft -0.08381062755823691 Qtf 0.08548144343941955 cft 1.1724738741489251 sft -0.005312615126178873
branch 334 f 5077 t 4353 Pft -0.3093 Ptf 0.3093396379305024 Qft -0.0065319114880533925 Qtf 0.006637088543515419 cft 1.156742715457646 sft -0.0003899915143947308
branch 335 f 7471 t 5241 Pft -0.5037375022645538 Ptf 0.5042349783428002 Qft -0.49961156551366154 Qtf 0.5070463226830598 cft 1.1115865430569765 sft -0.007661307286463156
branch 336 f 7471 t 8200 Pft -1.0743061673183547 Ptf 1.0743726771733078 Qft -0.8244436496809825 Qtf 0.8254911798969427 cft 1.1034611685302678 sft -0.000643835139010462
branch 337 f 549 t 6290 Pft 0.17029741587470812 Ptf -0.16939234338489623 Qft 0.421443577617623 Qtf -0.4172544581369394 cft 1.1986776075587697 sft 0.0019439149551085467
branch 338 f 549 t 2291 Pft -0.49894588825211705 Ptf 0.500959059513572 Qft 0.5233199683307892 Qtf -0.5138486867511004 cft 1.2007725547649273 sft -0.013374542710162297
branch 339 f 549 t 3656 Pft -0.8211997840270617 Ptf 0.82295755669702 Qft 0.7794780326662115 Qtf -0.7684270568086391 cft 1.2031510307903406 sft -0.009858267837898109
branch 340 f 5002 t 4144 Pft 2.9166313325829423 Ptf -2.8676915269468224 Qft 0.01578327964505741 Qtf 0.3606264680854761 cft 1.1888517925967457 sft 0.15604365750602328
branch 341 f 1888 t 5441 Pft 2.3298309913139823 Ptf -2.327769458584361 Qft 1.0566322708665221 Qtf -1.0401400090295512 cft 1.138981537700873 sft 0.006329525637401481
branch 342 f 1888 t 5441 Pft 2.2378369438415855 Ptf -2.235832312697742 Qft 1.0104873527695872 Qtf -0.9946613174234978 cft 1.138981537700873 sft 0.006329525637401481
branch 343 f 5490 t 4970 Pft 6.727354964577019 Ptf -6.708641804639542 Qft -0.4035299192825671 Qtf 0.6542082909450228 cft 1.1644102655660065 sft 0.043450586783060234
branch 344 f 5490 t 4970 Pft 6.551729311481077 Ptf -6.532865124367277 Qft -0.4101437798250517 Qtf 0.6542685542389319 cft 1.1644102655660065 sft 0.043450586783060234
branch 345 f 5490 t 4970 Pft 5.942132083967349 Ptf -5.928158162654024 Qft -0.28792150296502256 Qtf 0.5093777776914046 cft 1.1644102655660065 sft 0.043450586783060234
branch 346 f 5490 t 5461 Pft 6.295329448608332 Ptf -6.2749123415064245 Qft -0.11646653894491646 Qtf 0.4118340216858708 cft 1.1622784304575215 sft 0.05471333953628282
branch 347 f 5490 t 7778 Pft 4.203903580135353 Ptf -4.193164895555001 Qft 0.8519354553983558 Qtf -0.6820115640975339 cft 1.1530192186332175 sft 0.04465468641170026
branch 348 f 5490 t 6897 Pft 4.274006349700852 Ptf -4.26313673482138 Qft 0.9592304465746683 Qtf -0.7787289631215754 cft 1.1517106886825332 sft 0.04621001749718157
branch 349 f 3075 t 4562 Pft -0.30329999999999996 Ptf 0.30339161121354974 Qft -0.1012799931864653 Qtf 0.10174249375854731 cft 1.1280975533152937 sft -0.0014442339005708987
branch 350 f 564 t 8475 Pft 1.3965862523001888 Ptf -1.3899874749656889 Qft -0.27297066370063733 Qtf 0.31419399198614384 cft 1.1983035124428207 sft 0.03509966539410894
branch 351 f 564 t 2252 Pft 1.0093539345001654 Ptf -1.0070000000000001 Qft -0.04669567806371562 Qtf 0.060734850457614224 cft 1.1950821413884547 sft 0.016743855151966063
branch 352 f 564 t 7903 Pft -1.4059436578340962 Ptf 1.4157322960899883 Qft 0.1271812363676723 Qtf -0.04880387621025615 cft 1.1993784289739229 sft -0.06694105906840118
branch 353 f 4331 t 1857 Pft 0.37410222418869876 Ptf -0.3740972197171994 Qft 0.11776362055632177 Qtf -0.11773551852255179 cft 1.1986876892470804 sft 7.733560279164774e-05
branch 354 f 2877 t 3674 Pft -0.2993 Ptf 0.2993985954017318 Qft 0.005476855699863041 Qtf -0.005071937179710888 cft 1.1909834219963378 sft -0.0016174086803110298
branch 355 f 2854 t 1081 Pft -0.20202534268247094 Ptf 0.20237099811854364 Qft 0.13845749068186855 Qtf -0.13607557347216734 cft 1.173219532066408 sft -0.010392892488446992
branch 356 f 2854 t 8267 Pft -0.4357081562840887 Ptf 0.43618621959993853 Qft 0.46728734791946547 Qtf -0.46220879124529557 cft 1.1720770521164818 sft -0.007032338861032671
branch 357 f 9112 t 9176 Pft 6.958611904060462e-07 Ptf 0 Qft -0.01539285158808451 Qtf 0.015396249109143405 cft 1.2025665390246434 sft 5.4364155998031506e-05
branch 358 f 9112 t 1422 Pft 0.36148665993141627 Ptf -0.35989614612499515 Qft -0.11730342973976746 Qtf 0.1256356078072246 cft 1.205651256980023 sft 0.0266258099375604
branch 359 f 9112 t 8515 Pft 0.04389214878702336 Ptf -0.04387587855778056 Qft 0.058843388737199236 Qtf -0.05876526474388161 cft 1.2011162001657285 sft 0.0005514397959766957
branch 360 f 9112 t 8515 Pft 0.04317190661762976 Ptf -0.043158996502982855 Qft 0.06462195943310327 Qtf -0.06453847067619867 cft 1.2011162001657285 sft 0.0005514397959766957
branch 361 f 9112 t 5051 Pft 0.09044444764578606 Ptf -0.09034908152673739 Qft -0.0039754601613218804 Qtf 0.004359167343241159 cft 1.2012596274018763 sft 0.005146647294112255
branch 362 f 9112 t 1051 Pft 0.043305017095556064 Ptf -0.04329813568026297 Qft 0.023312955478081307 Qtf -0.02327782615394926 cft 1.2017444265507522 sft 0.0006783085106082359
branch 363 f 9112 t 1397 Pft 0.014671075636231424 Ptf -0.014669437799106276 Qft -0.02102298072104579 Qtf 0.021031365250051927 cft 1.2025809541952812 sft 0.0002893462042901395
branch 364 f 9112 t 1584 Pft 0.16447122647584173 Ptf -0.16427645569561355 Qft 0.01662943758178313 Qtf -0.01587737691801612 cft 1.200341370158759 sft 0.005300001310013694
branch 365 f 6168 t 6888 Pft 0.0001367603504022409 Ptf -0.00013662041843565137 Qft -0.007932532907952575 Qtf 0.00793324031619916 cft 1.2098534463459707 sft 2.8811740707454057e-05
branch 366 f 7653 t 3019 Pft -0.3394 Ptf 0.33940446908807576 Qft -0.114 Qtf 0.11402509564908142 cft 1.1186883190469503 sft -6.988259999999902e-05
branch 367 f 7341 t 7098 Pft -0.37439999999999996 Ptf 0.3745079026586352 Qft 0.007575500915816432 Qtf -0.0066899549587117035 cft 1.130943417403684 sft -0.0026798066857956168
branch 368 f 4701 t 8267 Pft 0.04331112675696545 Ptf -0.04331098485161712 Qft -0.0005840408284568186 Qtf 0.0005853308770827942 cft 1.165907186787784 sft 4.337276127507908e-05
branch 369 f 1672 t 5365 Pft 0.2813 Ptf -0.28128558123649233 Qft 0.009503236345333956 Qtf -0.009436738851313096 cft 1.2031651425546712 sft 0.0002820317911070413
branch 370 f 3880 t 5365 Pft 0.2813 Ptf -0.2812855819891211 Qft 0.009282912658609895 Qtf -0.009215036087168836 cft 1.2031651121508018 sft 0.00028798734199161164
branch 371 f 6648 t 5365 Pft 0.26030000000000003 Ptf -0.26028471903179085 Qft 0.009603254429228799 Qtf -0.009546303219585342 cft 1.2031741888312482 sft 0.0002603005179264851
branch 372 f 3609 t 5365 Pft 0.2813 Ptf -0.2812821584509798 Qft 0.009403264817974271 Qtf -0.009338811399073183 cft 1.2031793800674384 sft 0.00027284441510526527
branch 373 f 2782 t 5365 Pft 0.2813 Ptf -0.2812809740364068 Qft 0.009303276429256673 Qtf -0.009232834280026116 cft 1.2031851792403132 sft 0.0002983023529708957
branch 374 f 1844 t 5365 Pft 0.2814 Ptf -0.28138096267438245 Qft 0.008803275067667479 Qtf -0.00873410831387581 cft 1.2031844998180798 sft 0.00029292585336690663
branch 375 f 4353 t 6053 Pft 0.007364254821919309 Ptf -0.007283380129830658 Qft -0.24239221848154818 Qtf 0.24301690049982905 cft 1.1598663663267659 sft 0.00047614534716779985
branch 376 f 2166 t 5237 Pft -0.07617824661096717 Ptf 0.07618674847664259 Qft -0.17736881988725733 Qtf 0.1774284584357494 cft 1.187749406870698 sft -9.67477622512707e-05
branch 377 f 2166 t 2886 Pft -0.1330217533890358 Ptf 0.1330700747318609 Qft 0.11473625805624244 Qtf -0.11445799466749743 cft 1.1864100650663083 sft -0.001638206859025696
branch 378 f 1043 t 3513 Pft 3.0061571943323164 Ptf -3.0060783365753823 Qft 0.008531749707743102 Qtf -0.006954594570422589 cft 1.145953985645833 sft 0.000601146125155282
branch 379 f 4049 t 883 Pft 0 Ptf 1.5186005390724423e-08 Qft 0.010096031660802385 Qtf -0.010096007310079468 cft 1.1343828438445798 sft -1.7062293507736892e-06
branch 380 f 4520 t 883 Pft 0 Ptf 1.6939732191133364e-08 Qft 0.010663235158776204 Qtf -0.010663204086002303 cft 1.1343834134195692 sft -1.8020867418842746e-06
branch 381 f 1704 t 5814 Pft -0.6215999999999999 Ptf 0.6233555771189108 Qft -0.045202377022825674 Qtf 0.05784186475915513 cft 1.1687815296620518 sft -0.02330222749253415
branch 382 f 8107 t 1486 Pft -0.6818000000000001 Ptf 0.6818985761525606 Qft -0.1236342841060964 Qtf 0.12389213177171583 cft 1.1156246934327305 sft -0.00038008594893877066
branch 383 f 5664 t 5522 Pft 0.030031314075678973 Ptf -0.03003060459799749 Qft 0.00731720363863281 Qtf -0.00731394243275933 cft 1.1718350493870242 sft 0.0001163457592907314
branch 384 f 4482 t 8670 Pft 0.4211574410739629 Ptf -0.42100448221489734 Qft 0.12171912952345465 Qtf -0.1210612419576392 cft 1.1676436099323702 sft 0.0015714309010985553
branch 385 f 8795 t 7523 Pft 0.0003081141864897805 Ptf -0.0003077642386559792 Qft -0.01196735162467544 Qtf 0.011968937772308336 cft 1.1834443924584614 sft 3.8621528811718456e-05
branch 386 f 2337 t 6430 Pft -1.034 Ptf 1.036587653313913 Qft -0.2539455245000643 Qtf 0.27035258066013457 cft 1.145487417986362 sft -0.016379281581619113
branch 387 f 455 t 7775 Pft -1.1781814475544812 Ptf 1.1827410759216206 Qft -0.14679915592606305 Qtf 0.1803105709170619 cft 1.1491345934257526 sft -0.031410591972254494
branch 388 f 455 t 3857 Pft -2.7724898292725326 Ptf 2.8144591277780773 Qft -0.18892083836920037 Qtf 0.5181767543869034 cft 1.1671844572952095 sft -0.13368259609774477
branch 389 f 455 t 333 Pft 3.275817782366715 Ptf -3.1990184992048296 Qft 0.4381547718764549 Qtf 0.12705386599027446 cft 1.088665862004515 sft 0.18986036008482524
branch 390 f 455 t 6940 Pft -2.068346505539699 Ptf 2.0870181875108633 Qft -0.007992074994512023 Qtf 0.11861963437378874 cft 1.151339974239166 sft -0.060976429371976094
branch 391 f 8225 t 3656 Pft 0.3656005368709024 Ptf -0.3654682607289209 Qft -0.05410825905126467 Qtf 0.0547109771753037 cft 1.1966362722289066 sft 0.001993448003329131
branch 392 f 5413 t 7752 Pft 0.39657579621636163 Ptf -0.39586992012850425 Qft 0.2615576438276298 Qtf -0.25799111201531433 cft 1.1479972731878039 sft 0.006289319371468429
branch 393 f 5413 t 1940 Pft 2.486653232075044e-07 Ptf 0 Qft -0.013736733943225266 Qtf 0.01373849143974509 cft 1.154347392726326 sft 2.0896245525803537e-05
branch 394 f 5413 t 4234 Pft -0.3965760448816849 Ptf 0.3980121072788748 Qft -0.18353198544277755 Qtf 0.1904328608631884 cft 1.1652973058720766 sft -0.01494852565098378
branch 395 f 2591 t 6828 Pft -0.7301825967450122 Ptf 0.7355339151853373 Qft -0.07754480662612975 Qtf 0.1061968568799691 cft 1.1392623270940634 sft -0.042841779293446826
branch 396 f 2591 t 7571 Pft -1.234775706455576 Ptf 1.2395904342011066 Qft -0.393671377481177 Qtf 0.43158978149754745 cft 1.1404552074137984 sft -0.030129181330211318
branch 397 f 2591 t 7571 Pft -1.676597535968627 Ptf 1.6826302377160502 Qft -0.5534067018234324 Qtf 0.6051274337772649 cft 1.1404552074137984 sft -0.030129181330211318
branch 398 f 2591 t 7571 Pft -1.4199442701043485 Ptf 1.4237957021416245 Qft -0.5157168208509373 Qtf 0.5601045244304529 cft 1.1404552074137984 sft -0.030129181330211318
branch 399 f 2591 t 7994 Pft 0.7663334405078921 Ptf -0.7607777580952834 Qft 0.23507999148189612 Qtf -0.21000013521906916 cft 1.1086567337099422 sft 0.03140523590587948
branch 400 f 2591 t 7226 Pft 0.9414589927503381 Ptf -0.9381987309899534 Qft 0.4180639290302061 Qtf -0.40097605028609823 cft 1.1156149842678835 sft 0.015631146869907114
branch 401 f 2591 t 1554 Pft 0.8160076760153331 Ptf -0.8128032081658645 Qft 0.27448504204423907 Qtf -0.2562787954473197 cft 1.1148883695391962 sft 0.02124137422168228
branch 402 f 9011 t 1156 Pft -2.4067769566652863 Ptf 2.4101608116450484 Qft -0.15118814076327908 Qtf 0.17177715700724414 cft 1.1209627198594894 sft -0.009434820045464717
branch 403 f 8689 t 5502 Pft -0.4265 Ptf 0.42681095178495143 Qft -0.182 Qtf 0.1836320368831118 cft 1.1709869121373273 sft -0.003475474968483324
branch 404 f 3085 t 8873 Pft -0.6467 Ptf 0.647376421073296 Qft -0.22764111535961193 Qtf 0.2329228135122713 cft 1.1931124904692427 sft -0.00825041805014272
branch 405 f 1568 t 980 Pft -0.6908 Ptf 0.6909332938961789 Qft -0.19522528164496095 Qtf 0.19545704103194847 cft 1.198787155419738 sft -0.0003118213612481024
branch 406 f 3204 t 3331 Pft -0.0851 Ptf 0.08511829874747702 Qft -0.02111049898174585 Qtf 0.0211889125033455 cft 1.1347970412117665 sft -0.0009276086527404835
branch 407 f 3557 t 639 Pft -1.9775126103869116 Ptf 1.9804809520195699 Qft 0.06626456143415915 Qtf -0.0437293297433599 cft 1.200220749327387 sft -0.013707049014682638
branch 408 f 3557 t 4936 Pft 1.1055126103868997 Ptf -1.103608921492476 Qft -0.3128112847007788 Qtf 0.32617784524357024 cft 1.2007665797921168 sft 0.013961773808939136
branch 409 f 416 t 3492 Pft -0.5220182777281204 Ptf 0.523631422482041 Qft -0.20039835958669042 Qtf 0.20855866513341284 cft 1.1994930910032648 sft -0.014983442072657739
branch 410 f 416 t 7937 Pft 0.561785980425072 Ptf -0.5606 Qft 0.14849280814878596 Qtf -0.14171739844764833 cft 1.1841692531156782 sft 0.012794749201235845
branch 411 f 3255 t 1262 Pft -2.270899235563633e-11 Ptf 5.938450677468801e-07 Qft 0.016745314799928194 Qtf -0.016740880843144595 cft 1.1235490379926882 sft -3.9853849627451835e-05
branch 412 f 3255 t 1803 Pft 2.270899221452291e-11 Ptf 0 Qft -0.0005619234866051543 Qtf 0.0005619236635022348 cft 1.1238469729937386 sft 4.551581671548145e-08
branch 413 f 7373 t 367 Pft 0 Ptf 6.28681757614702e-07 Qft 0.021722200577697432 Qtf -0.021715839057486332 cft 1.1997701136729666 sft -3.473379872375639e-05
branch 414 f 4251 t 2132 Pft -1.0109150941440856 Ptf 1.0156879044731848 Qft -0.11998837086289084 Qtf 0.14417629178071917 cft 1.1637738595728429 sft -0.026616943600307898
branch 415 f 4251 t 2132 Pft -0.9691912541756207 Ptf 0.9722299909540058 Qft -0.1817446460592416 Qtf 0.20543164133451075 cft 1.1637738595728429 sft -0.026616943600307898
branch 416 f 4251 t 5567 Pft 1.5086063483197067 Ptf -1.5036501497218733 Qft 0.20722721530704405 Qtf -0.18665166422250123 cft 1.1493119571089887 sft 0.014951571007577361
branch 417 f 6376 t 1808 Pft -0.060481032067780494 Ptf 0.0605068167567055 Qft -0.046233024759367206 Qtf 0.04636493151568693 cft 1.1768370665361025 sft -0.001376115038746152
branch 418 f 6376 t 1808 Pft -0.05909645181128333 Ptf 0.05912083207002178 Qft -0.04586995215414059 Qtf 0.04599975798484 cft 1.1768370665361025 sft -0.001376115038746152
branch 419 f 6376 t 7857 Pft -0.2362297728068515 Ptf 0.23643942538018076 Qft 0.1166382660458704 Qtf -0.11563783940017201 cft 1.1741468411411486 sft -0.004415798364172494
branch 420 f 9185 t 7289 Pft -1.1513199184056084 Ptf 1.1528848485900902 Qft -0.07574972265971511 Qtf 0.08437260056110818 cft 1.1846441462570778 sft -0.008712667140559242
branch 421 f 9185 t 3999 Pft 0.48161991840560797 Ptf -0.48158508387096827 Qft 0.10850549688186473 Qtf -0.10836760159354368 cft 1.182309660501022 sft 0.00030386629643983684
branch 422 f 8653 t 2303 Pft -0.44549999999999995 Ptf 0.4456939385756931 Qft -0.06802546815906875 Qtf 0.06926947055458425 cft 1.1634008210903104 sft -0.0030964517202553914
branch 423 f 908 t 6474 Pft -1.2590000000000001 Ptf 1.2594116868623355 Qft 0.007506576005221686 Qtf -0.004982005923636288 cft 1.1939836424524206 sft -0.0023956860330322373
branch 424 f 7030 t 6474 Pft 0 Ptf 1.2115852111502128e-09 Qft 0.002269310749342241 Qtf -0.002269301733589536 cft 1.1943693343913675 sft -6.376763210836178e-07
branch 425 f 4205 t 6556 Pft -0.0581 Ptf 0.05810084437958628 Qft -0.012077972486110682 Qtf 0.012082933591722874 cft 1.171947579693107 sft -9.252918972448754e-05
branch 426 f 7325 t 6556 Pft 0 Ptf 5.339043486101756e-09 Qft 0.004805200395418824 Qtf -0.004805167100301333 cft 1.1719919756846886 sft -1.3022093071717823e-06
branch 427 f 5857 t 3391 Pft -0.4032492760142846 Ptf 0.40353500678048493 Qft -0.22161663138275625 Qtf 0.22320026738472248 cft 1.1295287913378682 sft -0.0030623124973772537
branch 428 f 5857 t 3760 Pft -0.38065072398571503 Ptf 0.38075915936620935 Qft 0.020548989424833852 Qtf -0.01974958471728535 cft 1.1272399445133587 sft -0.002377316189256072
branch 429 f 3707 t 8765 Pft -0.7748999999999999 Ptf 0.7750026385264932 Qft -0.17183377707277595 Qtf 0.17251443256413246 cft 1.166586668812074 sft -0.0009437255822859342
branch 430 f 900 t 6619 Pft 0 Ptf 5.741100468150335e-10 Qft 0.0017476666064647635 Qtf -0.0017476628577175806 cft 1.1651085718422478 sft -3.8273898683031725e-07
branch 431 f 2918 t 8109 Pft -6.869185139181793 Ptf 6.923477848080335 Qft -1.4210469126131753 Qtf 2.226912244694007 cft 1.1304477289486317 sft -0.12165109833469126
branch 432 f 2918 t 8109 Pft -8.182746263368434 Ptf 8.271024275839526 Qft -1.4800179762054713 Qtf 2.4334205108932716 cft 1.1304477289486317 sft -0.12165109833469126
branch 433 f 6532 t 2177 Pft -1.7216258643858862 Ptf 1.7428894223320548 Qft 0.30933550620299394 Qtf -0.14838334461046035 cft 1.2047866131979694 sft -0.11218441016948698
branch 434 f 6532 t 5317 Pft 3.5764287362769602 Ptf -3.47672232354891 Qft 0.5926862761906346 Qtf 0.20496502563376157 cft 1.1336404796934507 sft 0.25721206637721067
branch 435 f 6532 t 608 Pft 0.7242112661117603 Ptf -0.7223765910954338 Qft 0.04121153409282969 Qtf -0.026208858562305485 cft 1.2055217303582044 sft 0.024811417218508273
branch 436 f 6532 t 608 Pft 0.7887877623637013 Ptf -0.7866234089045663 Qft 0.03678672572748084 Qtf -0.020476261123873966 cft 1.2055217303582044 sft 0.024811417218508273
branch 437 f 4494 t 8763 Pft -1.8778684191611463 Ptf 1.8819382239653581 Qft -0.20110661981404124 Qtf 0.24755621018275117 cft 1.0655103194856494 sft -0.025690023850796304
branch 438 f 4494 t 7056 Pft 1.8778684191611517 Ptf -1.8736808856463865 Qft 0.7898173910106842 Qtf -0.7379232840893842 cft 1.0479785184635668 sft 0.024055430634672605
branch 439 f 6828 t 5814 Pft -1.3171339151853372 Ptf 1.3223643920361106 Qft -0.199197082380486 Qtf 0.23929074056915983 cft 1.1635151805096795 sft -0.0336602118848097
branch 440 f 3670 t 21 Pft -0.2803 Ptf 0.28032022214012303 Qft 0.005995802286208754 Qtf -0.005899239817808298 cft 1.1234240345110469 sft -0.00038854678684027607
branch 441 f 5137 t 7702 Pft -0.16920000000000002 Ptf 0.16922601707469642 Qft 0.006476069867893951 Qtf -0.006323676934717607 cft 1.1362879462531952 sft -0.0010284756236306398
branch 442 f 1334 t 7702 Pft 0 Ptf 4.1539761267201255e-08 Qft 0.006705370476530788 Qtf -0.006705136706544007 cft 1.1364638502007178 sft -7.040639010496217e-06
branch 443 f 8448 t 7624 Pft 0.7302676013851284 Ptf -0.7296932609193912 Qft 0.17526886930120716 Qtf -0.17110950722992535 cft 1.0691949320909098 sft 0.005578625981583092
branch 444 f 8448 t 1129 Pft 1.4988607908743792 Ptf -1.491305897804414 Qft 0.43750275663576993 Qtf -0.38284128481841895 cft 1.0558909818381441 sft 0.03455162590201778
branch 445 f 8448 t 3070 Pft 0.5762611245140894 Ptf -0.5751523214054516 Qft 0.1151352370717843 Qtf -0.10823132608810236 cft 1.0669280334693405 sft 0.011946871809250076
branch 446 f 8448 t 306 Pft -3.1866855742451374 Ptf 3.196289871771802 Qft -0.8224491798560465 Qtf 0.9277830492563872 cft 1.082972902680154 sft -0.032420750274051224
branch 447 f 8448 t 306 Pft -3.124463290079672 Ptf 3.1335186545313425 Qft -0.8183331865046187 Qtf 0.9217396063720672 cft 1.082972902680154 sft -0.032420750274051224
branch 448 f 8448 t 7491 Pft 0.644759347551213 Ptf -0.6428615033189725 Qft 0.11512087005422976 Qtf -0.10494738395782639 cft 1.0653951878860015 sft 0.015837017336306974
branch 449 f 4685 t 2089 Pft -0.46149999999999997 Ptf 0.4615484957488883 Qft 0.008966930579478704 Qtf -0.008816432701763912 cft 1.1907369226974855 sft -0.00039055153651099903
branch 450 f 7485 t 6253 Pft -1.2175562139466314 Ptf 1.2179042937126998 Qft -0.21391384605300934 Qtf 0.2154423143982745 cft 1.19037735244979 sft -0.001390921235828891
branch 451 f 7485 t 1562 Pft 0.7740562139466337 Ptf -0.7739 Qft 0.20966378129289934 Qtf -0.20925297645033805 cft 1.1894097905215566 sft 0.0005276898873093307
branch 452 f 7776 t 1644 Pft 6.666752336423666 Ptf -6.654247756029993 Qft 1.1743507187954263 Qtf -0.9912191220623994 cft 1.1286376929075237 sft 0.02990300681221522
branch 453 f 5971 t 3483 Pft 6.666750247963215 Ptf -6.653800654442544 Qft 1.1797459611557124 Qtf -1.0016890502464921 cft 1.1253719151346055 sft 0.028956182343289998
branch 454 f 2786 t 1644 Pft 6.666755532979764 Ptf -6.655402096256485 Qft 1.2973469637797348 Qtf -1.0970399015904446 cft 1.1293576309886788 sft 0.032570515103834935
branch 455 f 972 t 3483 Pft 6.666754255533264 Ptf -6.655341674397014 Qft 1.3512940697838942 Qtf -1.1442372405976724 cft 1.1265114879342752 sft 0.03348874923160168
branch 456 f 8906 t 923 Pft 0.6208874571428645 Ptf -0.6207 Qft 0.09332232559734548 Qtf -0.09299401082733728 cft 1.1162422987057485 sft 0.0005278711802506987
branch 457 f 8906 t 4914 Pft -1.5308874571428646 Ptf 1.5315255945557158 Qft -0.1779215446361031 Qtf 0.1801146102117189 cft 1.1173014830579597 sft -0.0015249685049233692
branch 458 f 2656 t 9101 Pft -2.498538965250273 Ptf 2.5065818009743954 Qft 0.632712165715591 Qtf -0.5075563839078671 cft 1.1378649704483803 sft -0.05492286767760532
branch 459 f 2656 t 7164 Pft 1.3982202891881268 Ptf -1.3952876714151352 Qft 0.3129717409806091 Qtf -0.2714680467657997 cft 1.138520410066589 sft 0.0319394192499977
branch 460 f 3519 t 9101 Pft -2.508551089543701 Ptf 2.5164298568634176 Qft 0.5925600602909703 Qtf -0.46481975190877295 cft 1.1371976055065416 sft -0.05611943315487248
